date,气压(Pa）,云量,10米风速（10m/s）,温度（K）,100m风速（100m/s）
2022/3/22 0:15,101056.7105,0.88274,3.197,287.4164,3.4706
2022/3/22 0:30,101049.2123,0.92004,3.2418,287.4112,3.5512
2022/3/22 0:45,101038.1314,0.96413,3.4172,287.4409,3.7919
2022/3/22 1:00,101027.25,1,3.7014,287.4811,4.164
2022/3/22 1:15,101019.6923,1,4.083,287.5122,4.6481
2022/3/22 1:30,101015.9503,1,4.5718,287.534,5.2639
2022/3/22 1:45,101015.8582,1,5.1621,287.551,6.0216
2022/3/22 2:00,101019.25,1,5.831,287.5679,6.9148
2022/3/22 2:15,101025.5975,0.9956,6.5469,287.5885,7.9159
2022/3/22 2:30,101032.9231,0.99545,7.2676,287.6138,8.9414
2022/3/22 2:45,101038.8868,0.99757,7.9536,287.6438,9.8996
2022/3/22 3:00,101041.1484,1,8.5674,287.6788,10.7025
2022/3/22 3:15,101038.5153,1,9.08,287.7148,11.2884
2022/3/22 3:30,101034.3835,1,9.4923,287.7308,11.6968
2022/3/22 3:45,101033.2963,1,9.8127,287.7017,11.9925
2022/3/22 4:00,101039.7969,1,10.0485,287.6022,12.2403
2022/3/22 4:15,101056.9631,0.99968,10.2075,287.4191,12.4896
2022/3/22 4:30,101082.0105,0.99967,10.3023,287.1872,12.7276
2022/3/22 4:45,101110.6895,0.99983,10.345,286.9528,12.9234
2022/3/22 5:00,101138.75,1,10.3476,286.7627,13.0457
2022/3/22 5:15,101163.0732,1,10.3281,286.6492,13.0814
2022/3/22 5:30,101185.0636,1,10.3223,286.588,13.0798
2022/3/22 5:45,101207.2566,1,10.367,286.5407,13.1004
2022/3/22 6:00,101232.1875,1,10.4952,286.4688,13.197
2022/3/22 6:15,101261.7111,0.99998,10.7271,286.3465,13.4074
2022/3/22 6:30,101294.9596,0.99998,11.0269,286.1981,13.7007
2022/3/22 6:45,101330.3846,0.99999,11.3383,286.0608,14.0194
2022/3/22 7:00,101366.4375,1,11.5976,285.9716,14.2947
2022/3/22 7:15,101401.5311,1,11.7634,285.9569,14.4803
2022/3/22 7:30,101433.9222,1,11.8851,286.0018,14.6317
2022/3/22 7:45,101461.8287,1,12.0322,286.0806,14.8264
2022/3/22 8:00,101483.4688,1,12.2638,286.1678,15.13
2022/3/22 8:15,101497.9305,1,12.6014,286.2413,15.5603
2022/3/22 8:30,101507.7834,1,12.9565,286.2938,15.9988
2022/3/22 8:45,101516.4673,1,13.2177,286.3216,16.2984
2022/3/22 9:00,101527.4219,1,13.2768,286.3209,16.3156
2022/3/22 9:15,101543.0964,1,13.0681,286.2905,15.9652
2022/3/22 9:30,101561.9783,1,12.6915,286.2394,15.3893
2022/3/22 9:45,101581.5644,1,12.2862,286.1792,14.7848
2022/3/22 10:00,101599.3516,1,11.9892,286.1213,14.3457
2022/3/22 10:15,101613.1434,1,11.9,286.0752,14.2116
2022/3/22 10:30,101621.9703,1,11.9744,286.0412,14.309
2022/3/22 10:45,101625.1695,1,12.1316,286.0178,14.5115
2022/3/22 11:00,101622.0781,1,12.2895,286.0032,14.6901
2022/3/22 11:15,101612.497,1,12.3795,285.9957,14.7434
2022/3/22 11:30,101598.081,1,12.397,285.9936,14.687
2022/3/22 11:45,101580.9488,1,12.3543,285.9949,14.5674
2022/3/22 12:00,101563.2188,1,12.2639,285.998,14.4312
2022/3/22 12:15,101546.5,1,12.1423,286.0013,14.3186
2022/3/22 12:30,101530.3638,1,12.0201,286.0044,14.2415
2022/3/22 12:45,101513.8718,1,11.9312,286.0069,14.2051
2022/3/22 13:00,101496.0859,1,11.909,286.0087,14.2139
2022/3/22 13:15,101476.4033,1,11.9768,286.0103,14.2709
2022/3/22 13:30,101455.5625,1,12.1162,286.0153,14.3732
2022/3/22 13:45,101434.6378,1,12.2989,286.0282,14.5162
2022/3/22 14:00,101414.7031,1,12.4966,286.0533,14.6954
2022/3/22 14:15,101396.6438,1,12.6821,286.0925,14.8995
2022/3/22 14:30,101380.5902,1,12.8335,286.1381,15.0895
2022/3/22 14:45,101366.4836,1,12.9302,286.1798,15.2197
2022/3/22 15:00,101354.2656,1,12.9518,286.2073,15.2441
2022/3/22 15:15,101344.0215,1,12.8885,286.2131,15.138
2022/3/22 15:30,101336.4117,1,12.7741,286.2004,14.9605
2022/3/22 15:45,101332.2406,1,12.6531,286.1754,14.7921
2022/3/22 16:00,101332.3125,1,12.57,286.144,14.7128
2022/3/22 16:15,101336.9635,1,12.5567,286.1117,14.7788
2022/3/22 16:30,101344.6575,1,12.5944,286.0808,14.9482
2022/3/22 16:45,101353.3898,1,12.6517,286.0534,15.1551
2022/3/22 17:00,101361.1563,1,12.6973,286.0311,15.3337
2022/3/22 17:15,101366.6142,1,12.7064,286.015,15.4315
2022/3/22 17:30,101371.0688,1,12.6779,286.0025,15.4478
2022/3/22 17:45,101376.4871,1,12.6164,285.9901,15.3941
2022/3/22 18:00,101384.8359,1,12.5259,285.9745,15.2815
2022/3/22 18:15,101397.6239,1,12.4118,285.952,15.123
2022/3/22 18:30,101414.5253,1,12.2855,285.9191,14.9394
2022/3/22 18:45,101434.7558,1,12.1592,285.8723,14.7525
2022/3/22 19:00,101457.5313,1,12.0442,285.8079,14.5831
2022/3/22 19:15,101481.836,1,11.9492,285.725,14.4464
2022/3/22 19:30,101505.7294,1,11.8729,285.6328,14.3391
2022/3/22 19:45,101527.0393,1,11.8116,285.5435,14.2534
2022/3/22 20:00,101543.5938,1,11.7613,285.469,14.1805
2022/3/22 20:15,101553.8392,1,11.7151,285.418,14.1083
2022/3/22 20:30,101558.6968,1,11.6575,285.3861,14.0175
2022/3/22 20:45,101559.7059,1,11.5711,285.3654,13.8874
2022/3/22 21:00,101558.4063,1,11.4388,285.3482,13.6978
2022/3/22 21:15,101556.2387,1,11.2463,285.3276,13.4331
2022/3/22 21:30,101554.2492,1,10.9918,285.3001,13.0953
2022/3/22 21:45,101553.3851,1,10.6773,285.2631,12.6924
2022/3/22 22:00,101554.5938,1,10.307,285.214,12.2347
2022/3/22 22:15,101558.4089,1,9.8965,285.1515,11.7443
2022/3/22 22:30,101563.7107,1,9.4969,285.0801,11.2753
2022/3/22 22:45,101568.9657,1,9.161,285.0058,10.8802
2022/3/22 23:00,101572.6406,1,8.9324,284.9343,10.5991
2022/3/22 23:15,101573.5061,1,8.8309,284.8701,10.4483
2022/3/22 23:30,101571.5487,1,8.8106,284.8116,10.3824
2022/3/22 23:45,101567.0592,1,8.8145,284.7561,10.3479
2022/3/23 0:00,101560.3281,1,8.788,284.7004,10.2932
2022/3/23 0:15,101551.4908,1,8.6887,284.6438,10.1773
2022/3/23 0:30,101540.0612,1,8.5229,284.5944,10.0026
2022/3/23 0:45,101525.3978,1,8.3098,284.5621,9.7828
2022/3/23 1:00,101506.8594,1,8.069,284.5572,9.5326
2022/3/23 1:15,101484.3187,0.99999,7.8229,284.5855,9.2713
2022/3/23 1:30,101459.7056,0.99998,7.5997,284.6349,9.0293
2022/3/23 1:45,101435.4643,0.99999,7.4254,284.6892,8.8362
2022/3/23 2:00,101414.0391,1,7.3234,284.7321,8.7174
2022/3/23 2:15,101397.1502,1,7.3082,284.7518,8.6891
2022/3/23 2:30,101383.6233,1,7.3625,284.7558,8.7337
2022/3/23 2:45,101371.5602,1,7.4603,284.7557,8.824
2022/3/23 3:00,101359.0625,1,7.5715,284.7635,8.9288
2022/3/23 3:15,101345.0317,0.99989,7.6652,284.7876,9.0154
2022/3/23 3:30,101331.5677,0.99979,7.7225,284.8221,9.0638
2022/3/23 3:45,101321.5698,0.99979,7.7293,284.8578,9.0595
2022/3/23 4:00,101317.9375,1,7.6729,284.8853,8.989
2022/3/23 4:15,101322.4682,1,7.5544,284.8979,8.8543
2022/3/23 4:30,101332.5512,1,7.4261,284.8989,8.7128
2022/3/23 4:45,101344.4738,1,7.3528,284.8944,8.6355
2022/3/23 5:00,101354.5234,1,7.3977,284.8904,8.6919
2022/3/23 5:15,101360.3946,0.99841,7.5978,284.8913,8.9224
2022/3/23 5:30,101365.4103,0.99701,7.8881,284.8959,9.255
2022/3/23 5:45,101374.301,0.99711,8.1788,284.9018,9.5905
2022/3/23 6:00,101391.7969,1,8.3807,284.9062,9.83
2022/3/23 6:15,101420.8666,1,8.4328,284.9073,9.9061
2022/3/23 6:30,101457.4316,1,8.3873,284.9067,9.8759
2022/3/23 6:45,101495.652,1,8.3242,284.9065,9.8278
2022/3/23 7:00,101529.6875,1,8.3239,284.909,9.8501
2022/3/23 7:15,101555.2229,0.97647,8.4427,284.9162,10.0041
2022/3/23 7:30,101574.0428,0.94767,8.6414,284.9291,10.2415
2022/3/23 7:45,101589.4565,0.92355,8.8567,284.9485,10.4866
2022/3/23 8:00,101604.7734,0.91406,9.0251,284.975,10.6634
2022/3/23 8:15,101622.3556,0.9257,9.0995,285.0089,10.7165
2022/3/23 8:30,101640.7751,0.95111,9.0978,285.0476,10.673
2022/3/23 8:45,101657.6567,0.97948,9.0547,285.0884,10.5809
2022/3/23 9:00,101670.625,1,9.006,285.1282,10.4892
2022/3/23 9:15,101677.8689,1,8.9823,285.1648,10.4394
2022/3/23 9:30,101679.8342,0.99496,8.9885,285.1997,10.4355
2022/3/23 9:45,101677.5308,0.97628,9.0202,285.2348,10.4694
2022/3/23 10:00,101671.9688,0.95313,9.0694,285.2724,10.5291
2022/3/23 10:15,101664.0375,0.92969,9.1273,285.3129,10.6016
2022/3/23 10:30,101654.1448,0.90792,9.191,285.3504,10.6815
2022/3/23 10:45,101642.5782,0.88922,9.261,285.3773,10.767
2022/3/23 11:00,101629.625,0.875,9.3389,285.386,10.8575
2022/3/23 11:15,101615.5948,0.86629,9.4259,285.3718,10.9532
2022/3/23 11:30,101600.8863,0.86264,9.52,285.3418,11.0544
2022/3/23 11:45,101585.9201,0.86321,9.6179,285.3058,11.1613
2022/3/23 12:00,101571.1172,0.86719,9.7159,285.2737,11.2731
2022/3/23 12:15,101556.712,0.87139,9.8077,285.2535,11.385
2022/3/23 12:30,101542.1939,0.86322,9.8777,285.2461,11.4755
2022/3/23 12:45,101526.866,0.82774,9.9084,285.2503,11.5201
2022/3/23 13:00,101510.0313,0.75,9.8835,285.265,11.4956
2022/3/23 13:15,101491.286,0.62387,9.7945,285.2885,11.3893
2022/3/23 13:30,101471.3995,0.47844,9.6559,285.3173,11.2211
2022/3/23 13:45,101451.4344,0.3516,9.4854,285.3472,11.0157
2022/3/23 14:00,101432.4531,0.28125,9.2967,285.374,10.7929
2022/3/23 14:15,101415.3761,0.29121,9.1008,285.3953,10.5677
2022/3/23 14:30,101400.5547,0.349,8.9119,285.4152,10.3544
2022/3/23 14:45,101388.1982,0.40807,8.7472,285.4397,10.1702
2022/3/23 15:00,101378.5156,0.42188,8.6254,285.4747,10.034
2022/3/23 15:15,101371.7066,0.36108,8.56,285.5238,9.9593
2022/3/23 15:30,101367.9323,0.26522,8.538,285.5814,9.9311
2022/3/23 15:45,101367.3442,0.19104,8.5383,285.6393,9.9255
2022/3/23 16:00,101370.0938,0.19531,8.5389,285.6897,9.917
2022/3/23 16:15,101376.221,0.31367,8.5184,285.7264,9.8824
2022/3/23 16:30,101385.3196,0.49736,8.4616,285.7518,9.809
2022/3/23 16:45,101396.8717,0.67651,8.3555,285.7702,9.6878
2022/3/23 17:00,101410.3594,0.78125,8.1877,285.7859,9.5107
2022/3/23 17:15,101425.2029,0.7646,7.955,285.8027,9.2774
2022/3/23 17:30,101440.5754,0.67112,7.6891,285.823,9.017
2022/3/23 17:45,101455.5879,0.56825,7.43,285.8485,8.7653
2022/3/23 18:00,101469.3516,0.52344,7.217,285.881,8.5567
2022/3/23 18:15,101481.3853,0.58422,7.0771,285.9213,8.4141
2022/3/23 18:30,101492.8388,0.71855,6.992,285.966,8.3182
2022/3/23 18:45,101505.2694,0.87446,6.9333,286.0107,8.2404
2022/3/23 19:00,101520.2344,1,6.8735,286.0508,8.1528
2022/3/23 19:15,101538.5861,1,6.7937,286.0832,8.0381
2022/3/23 19:30,101558.3565,1,6.7063,286.1096,7.9144
2022/3/23 19:45,101576.8725,1,6.6293,286.1327,7.8075
2022/3/23 20:00,101591.4609,1,6.5782,286.1554,7.7408
2022/3/23 20:15,101600.2529,0.98937,6.5613,286.1794,7.7271
2022/3/23 20:30,101604.5964,0.99304,6.5646,286.2018,7.7447
2022/3/23 20:45,101606.6437,1,6.5693,286.2186,7.7643
2022/3/23 21:00,101608.5469,1,6.5582,286.2258,7.7577
2022/3/23 21:15,101611.9465,0.98508,6.5227,286.2206,7.7098
2022/3/23 21:30,101616.4365,0.96184,6.4874,286.2052,7.653
2022/3/23 21:45,101621.0988,0.94009,6.4844,286.1832,7.6316
2022/3/23 22:00,101625.0156,0.92969,6.5449,286.1581,7.6889
2022/3/23 22:15,101627.4635,0.93736,6.6816,286.1329,7.8441
2022/3/23 22:30,101628.4966,0.95746,6.8367,286.1086,8.0238
2022/3/23 22:45,101628.3634,0.98125,6.9346,286.0856,8.1306
2022/3/23 23:00,101627.3125,1,6.8992,286.0644,8.0664
2022/3/23 23:15,101625.4743,1,6.6854,286.0452,7.7727
2022/3/23 23:30,101622.506,1,6.3682,286.0275,7.3466
2022/3/23 23:45,101617.9469,0.99207,6.053,286.0107,6.9243
2022/3/24 0:00,101611.3359,0.97656,5.8443,285.9941,6.6413
2022/3/24 0:15,101602.3796,0.95992,5.8158,285.9767,6.5931
2022/3/24 0:30,101591.453,0.94556,5.9206,285.9563,6.7184
2022/3/24 0:45,101579.0988,0.93693,6.0821,285.9302,6.9169
2022/3/24 1:00,101565.8594,0.9375,6.2236,285.8957,7.0879
2022/3/24 1:15,101552.28,0.94915,6.2851,285.8516,7.1533
2022/3/24 1:30,101538.9172,0.96745,6.2741,285.8025,7.1257
2022/3/24 1:45,101526.3302,0.9864,6.2154,285.7542,7.0405
2022/3/24 2:00,101515.0781,1,6.1339,285.7128,6.9341
2022/3/24 2:15,101505.3598,1,6.0535,285.6828,6.8389
2022/3/24 2:30,101495.9318,1,5.9904,285.6632,6.7714
2022/3/24 2:45,101485.1903,0.99564,5.9575,285.6518,6.7422
2022/3/24 3:00,101471.5313,0.99219,5.9661,285.6461,6.7601
2022/3/24 3:15,101454.1793,0.99353,6.0208,285.644,6.8269
2022/3/24 3:30,101435.6728,0.99611,6.1027,285.6433,6.92
2022/3/24 3:45,101419.3788,0.99478,6.188,285.6423,7.0125
2022/3/24 4:00,101408.6641,0.98438,6.2541,285.639,7.0781
2022/3/24 4:15,101406.017,0.9622,6.284,285.6321,7.0986
2022/3/24 4:30,101410.4119,0.93539,6.2807,285.623,7.0819
2022/3/24 4:45,101419.9447,0.91354,6.2511,285.6135,7.0415
2022/3/24 5:00,101432.7109,0.90625,6.2,285.6057,6.9889
2022/3/24 5:15,101446.978,0.91975,6.1319,285.6007,6.9321
2022/3/24 5:30,101461.6989,0.94689,6.0566,285.5974,6.8731
2022/3/24 5:45,101475.9981,0.97714,5.9864,285.5941,6.8134
2022/3/24 6:00,101489,1,5.935,285.5889,6.7561
2022/3/24 6:15,101500.2008,1,5.9142,285.5808,6.7062
2022/3/24 6:30,101510.5834,1,5.9202,285.5712,6.6688
2022/3/24 6:45,101521.5024,0.9971,5.9409,285.5626,6.6452
2022/3/24 7:00,101534.3125,0.99219,5.9607,285.5572,6.633
2022/3/24 7:15,101549.8879,0.99447,5.9689,285.5568,6.6315
2022/3/24 7:30,101567.1815,0.9996,5.9788,285.5616,6.6496
2022/3/24 7:45,101584.6655,1,6.0105,285.5717,6.7003
2022/3/24 8:00,101600.8125,0.99219,6.0828,285.5867,6.7948
2022/3/24 8:15,101614.4884,0.96938,6.2029,285.6063,6.9336
2022/3/24 8:30,101626.134,0.94037,6.3444,285.6297,7.0863
2022/3/24 8:45,101636.5837,0.91578,6.4735,285.6557,7.2157
2022/3/24 9:00,101646.6719,0.90625,6.5578,285.6831,7.2856
2022/3/24 9:15,101656.9349,0.91879,6.5727,285.711,7.2706
2022/3/24 9:30,101666.7169,0.94596,6.5188,285.7387,7.1783
2022/3/24 9:45,101675.0644,0.97671,6.3969,285.7656,7.0187
2022/3/24 10:00,101681.0234,1,6.2052,285.7911,6.7979
2022/3/24 10:15,101683.7233,1,5.9512,285.8157,6.5291
2022/3/24 10:30,101682.6252,1,5.6705,285.8433,6.2438
2022/3/24 10:45,101677.273,0.99342,5.4087,285.8791,5.9811
2022/3/24 11:00,101667.2109,0.98438,5.207,285.9281,5.7762
2022/3/24 11:15,101652.2148,0.98096,5.0884,285.9944,5.6483
2022/3/24 11:30,101632.9874,0.98108,5.0424,286.0777,5.5923
2022/3/24 11:45,101610.4637,0.98088,5.039,286.1767,5.5845
2022/3/24 12:00,101585.5781,0.97656,5.0405,286.2903,5.592
2022/3/24 12:15,101559.1454,0.96579,5.0196,286.4151,5.5883
2022/3/24 12:30,101531.4993,0.95223,4.986,286.5406,5.5781
2022/3/24 12:45,101502.8535,0.94108,4.9658,286.6545,5.5814
2022/3/24 13:00,101473.4219,0.9375,4.9862,286.7441,5.6208
2022/3/24 13:15,101443.5337,0.94496,5.0635,286.8008,5.7124
2022/3/24 13:30,101413.9813,0.96,5.1893,286.8308,5.8592
2022/3/24 13:45,101385.6727,0.97747,5.3451,286.8442,6.0577
2022/3/24 14:00,101359.5156,0.99219,5.5085,286.8509,6.3003
2022/3/24 14:15,101336.1621,1,5.6561,286.86,6.5707
2022/3/24 14:30,101315.2394,1,5.7705,286.8764,6.8297
2022/3/24 14:45,101296.1189,1,5.8368,286.9042,7.0332
2022/3/24 15:00,101278.1719,1,5.8435,286.9473,7.1399
2022/3/24 15:15,101261.0478,0.99905,5.7904,287.0076,7.1281
2022/3/24 15:30,101245.5091,0.99902,5.7056,287.0784,7.0392
2022/3/24 15:45,101232.5968,0.99948,5.6204,287.1505,6.9268
2022/3/24 16:00,101223.3516,1,5.5578,287.2151,6.8376
2022/3/24 16:15,101218.3868,1,5.529,287.2652,6.8024
2022/3/24 16:30,101216.6059,1,5.5286,287.302,6.8183
2022/3/24 16:45,101216.4849,1,5.5513,287.329,6.8775
2022/3/24 17:00,101216.5,1,5.5945,287.3494,6.9749
2022/3/24 17:15,101215.434,0.99993,5.6539,287.3658,7.1046
2022/3/24 17:30,101213.2979,0.99993,5.7117,287.377,7.2493
2022/3/24 17:45,101210.4092,0.99996,5.7457,287.3812,7.387
2022/3/24 18:00,101207.0859,1,5.7328,287.3764,7.4938
2022/3/24 18:15,101203.8507,1,5.6603,287.3629,7.5524
2022/3/24 18:30,101202.0464,1,5.5591,287.3507,7.5764
2022/3/24 18:45,101203.2209,1,5.4712,287.3518,7.5883
2022/3/24 19:00,101208.9219,1,5.4392,287.3784,7.6124
2022/3/24 19:15,101220.0405,1,5.4906,287.4375,7.6703
2022/3/24 19:30,101234.8407,0.99999,5.595,287.515,7.7562
2022/3/24 19:45,101250.9295,1,5.706,287.5919,7.8498
2022/3/24 20:00,101265.9141,1,5.7765,287.6487,7.9223
2022/3/24 20:15,101277.8549,1,5.7722,287.6717,7.9483
2022/3/24 20:30,101286.626,1,5.7104,287.6676,7.9401
2022/3/24 20:45,101292.5548,1,5.6225,287.6486,7.9227
2022/3/24 21:00,101295.9688,1,5.5409,287.6266,7.9225
2022/3/24 21:15,101296.7717,1,5.4928,287.6112,7.9608
2022/3/24 21:30,101293.1738,1,5.4788,287.6004,8.0398
2022/3/24 21:45,101282.9617,1,5.4898,287.5897,8.1556
2022/3/24 22:00,101263.9219,1,5.5141,287.5746,8.3046
2022/3/24 22:15,101235.5462,1,5.5394,287.5535,8.4791
2022/3/24 22:30,101204.1465,1,5.5507,287.5375,8.6453
2022/3/24 22:45,101177.74,1,5.5307,287.5407,8.7564
2022/3/24 23:00,101164.3438,1,5.4603,287.5774,8.7627
2022/3/24 23:15,101168.8681,1,5.3295,287.6539,8.6384
2022/3/24 23:30,101183.7967,1,5.1599,287.7464,8.4278
2022/3/24 23:45,101198.5067,1,4.9774,287.8232,8.1772
2022/3/25 0:00,101202.375,1,4.7983,287.8527,7.9066
2022/3/25 0:15,101187.5949,1,4.6305,287.8144,7.6192
2022/3/25 0:30,101157.6246,1,4.4828,287.7317,7.3308
2022/3/25 0:45,101118.7384,1,4.3708,287.6393,7.0753
2022/3/25 1:00,101077.2109,1,4.3191,287.5716,6.8914
2022/3/25 1:15,101038.4801,1,4.3511,287.5547,6.7984
2022/3/25 1:30,101004.6386,1,4.4389,287.5807,6.7521
2022/3/25 1:45,100976.9426,1,4.515,287.6333,6.675
2022/3/25 2:00,100956.6484,1,4.4971,287.6961,6.4809
2022/3/25 2:15,100944.0218,1,4.345,287.7554,6.1227
2022/3/25 2:30,100935.3661,1,4.1462,287.8087,5.6902
2022/3/25 2:45,100925.9941,1,3.9976,287.8559,5.305
2022/3/25 3:00,100911.2188,1,3.9362,287.8972,5.0614
2022/3/25 3:15,100888.1019,0.99997,3.9339,287.933,4.9822
2022/3/25 3:30,100860.7018,0.99994,3.9333,287.9665,4.9699
2022/3/25 3:45,100834.8258,0.99995,3.8936,288.0013,4.9182
2022/3/25 4:00,100816.2813,1,3.7744,288.041,4.7312
2022/3/25 4:15,100809.3026,1,3.5512,288.087,4.3491
2022/3/25 4:30,100811.8335,1,3.2687,288.133,3.8355
2022/3/25 4:45,100820.2444,1,2.9861,288.1702,3.2863
2022/3/25 5:00,100830.9063,1,2.7423,288.1901,2.7956
2022/3/25 5:15,100840.9,0.99959,2.541,288.1869,2.4287
2022/3/25 5:30,100850.1479,0.99923,2.3678,288.1661,2.1729
2022/3/25 5:45,100859.2829,0.99926,2.2204,288.1361,2.0037
2022/3/25 6:00,100868.9375,1,2.1086,288.1051,1.909
2022/3/25 6:15,100879.5109,1,2.043,288.0807,1.8887
2022/3/25 6:30,100890.4674,1,1.9982,288.0676,1.9252
2022/3/25 6:45,100901.0379,0.99948,1.9361,288.0697,1.9814
2022/3/25 7:00,100910.4531,0.99219,1.8188,288.091,2.0176
2022/3/25 7:15,100918.1781,0.97891,1.6402,288.1337,2.0307
2022/3/25 7:30,100924.6152,0.96195,1.4977,288.1935,2.1156
2022/3/25 7:45,100930.4009,0.94449,1.497,288.2645,2.3524
2022/3/25 8:00,100936.1719,0.92969,1.6739,288.3409,2.7611
2022/3/25 8:15,100942.2781,0.92024,1.9901,288.4175,3.313
2022/3/25 8:30,100947.9235,0.91691,2.345,288.4927,3.8927
2022/3/25 8:45,100952.025,0.91997,2.6429,288.5656,4.3768
2022/3/25 9:00,100953.5,0.92969,2.7905,288.6356,4.6441
2022/3/25 9:15,100951.4893,0.94572,2.7451,288.702,4.6273
2022/3/25 9:30,100946.0289,0.96514,2.6324,288.7664,4.4677
2022/3/25 9:45,100937.3782,0.98442,2.6084,288.8303,4.3584
2022/3/25 10:00,100925.7969,1,2.7723,288.8955,4.4782
2022/3/25 10:15,100911.6073,1,3.1341,288.9636,4.9308
2022/3/25 10:30,100895.383,1,3.6288,289.0353,5.6287
2022/3/25 10:45,100877.7601,0.97867,4.2036,289.1114,6.4506
2022/3/25 11:00,100859.375,0.92969,4.8137,289.1925,7.2833
2022/3/25 11:15,100840.7597,0.85522,5.4165,289.2799,8.0326
2022/3/25 11:30,100822.03,0.7756,5.9738,289.3776,8.6712
2022/3/25 11:45,100803.1974,0.71638,6.4441,289.4903,9.1877
2022/3/25 12:00,100784.2734,0.70313,6.7834,289.6226,9.5715
2022/3/25 12:15,100764.9737,0.75169,6.9727,289.7756,9.8314
2022/3/25 12:30,100743.8299,0.83913,7.0836,289.9373,10.048
2022/3/25 12:45,100719.0778,0.93278,7.2043,290.0918,10.3161
2022/3/25 13:00,100688.9531,1,7.4124,290.2234,10.7257
2022/3/25 13:15,100652.626,1,7.7526,290.3228,11.3259
2022/3/25 13:30,100613.0039,0.99777,8.1582,290.4047,12.0051
2022/3/25 13:45,100573.9286,0.96374,8.5344,290.4904,12.6104
2022/3/25 14:00,100539.2422,0.9375,8.7832,290.6009,12.9874
2022/3/25 14:15,100511.781,0.93577,8.8362,290.7496,13.0348
2022/3/25 14:30,100490.3598,0.95301,8.7425,290.9198,12.8492
2022/3/25 14:45,100472.788,0.97812,8.5788,291.0871,12.5723
2022/3/25 15:00,100456.875,1,8.4154,291.2269,12.3351
2022/3/25 15:15,100440.9721,1,8.3012,291.3227,12.2273
2022/3/25 15:30,100425.5981,1,8.2377,291.3887,12.2314
2022/3/25 15:45,100411.8138,1,8.2169,291.4469,12.3079
2022/3/25 16:00,100400.6797,1,8.2328,291.5194,12.4216
2022/3/25 16:15,100392.9115,0.99728,8.2809,291.6216,12.5456
2022/3/25 16:30,100387.8444,0.99719,8.3575,291.7425,12.6769
2022/3/25 16:45,100384.4683,0.9985,8.458,291.8646,12.8173
2022/3/25 17:00,100381.7734,1,8.5787,291.9704,12.9698
2022/3/25 17:15,100378.9956,1,8.7156,292.0467,13.1376
2022/3/25 17:30,100376.3545,1,8.8556,292.0977,13.3105
2022/3/25 17:45,100374.3154,1,8.9799,292.1318,13.4694
2022/3/25 18:00,100373.3438,1,9.0655,292.1577,13.5884
2022/3/25 18:15,100374.0014,0.9998,9.0983,292.1822,13.6492
2022/3/25 18:30,100377.2358,0.9998,9.1058,292.206,13.6798
2022/3/25 18:45,100384.0905,0.99989,9.1259,292.228,13.7205
2022/3/25 19:00,100395.6094,1,9.1947,292.2473,13.8099
2022/3/25 19:15,100411.9351,1,9.3369,292.2635,13.975
2022/3/25 19:30,100429.6058,1,9.5369,292.2797,14.2051
2022/3/25 19:45,100444.2588,1,9.7679,292.2995,14.4797
2022/3/25 20:00,100451.5313,1,10.0011,292.3266,14.7773
2022/3/25 20:15,100448.7868,0.99999,10.2076,292.3628,15.0718
2022/3/25 20:30,100440.2951,0.99999,10.3649,292.4024,15.3241
2022/3/25 20:45,100432.0523,0.99999,10.4532,292.4377,15.4931
2022/3/25 21:00,100430.0547,1,10.4541,292.4611,15.5388
2022/3/25 21:15,100438.3047,1,10.3601,292.4676,15.4392
2022/3/25 21:30,100452.8301,1,10.2032,292.4619,15.2336
2022/3/25 21:45,100467.6651,1,10.0209,292.4516,14.9726
2022/3/25 22:00,100476.8438,1,9.8464,292.444,14.701
2022/3/25 22:15,100476.3549,1,9.7055,292.4446,14.454
2022/3/25 22:30,100470.0065,1,9.5965,292.4521,14.2387
2022/3/25 22:45,100463.5611,1,9.5079,292.4632,14.0554
2022/3/25 23:00,100462.7813,1,9.4247,292.4747,13.9044
2022/3/25 23:15,100471.18,1,9.3437,292.4841,13.7947
2022/3/25 23:30,100483.2719,1,9.292,292.493,13.7457
2022/3/25 23:45,100491.3215,1,9.2898,292.5034,13.7642
2022/3/26 0:00,100487.5938,1,9.3371,292.5176,13.8384
2022/3/26 0:15,100467.1243,1,9.4199,292.5363,13.9444
2022/3/26 0:30,100436.0321,1,9.4995,292.553,14.0346
2022/3/26 0:45,100403.207,1,9.5265,292.5596,14.0508
2022/3/26 1:00,100377.5391,1,9.4373,292.5482,13.921
2022/3/26 1:15,100365.6013,1,9.1852,292.5136,13.5957
2022/3/26 1:30,100364.7005,1,8.8279,292.4617,13.1435
2022/3/26 1:45,100369.8263,1,8.4487,292.4015,12.6606
2022/3/26 2:00,100375.9688,1,8.1209,292.3419,12.2301
2022/3/26 2:15,100379,1,7.8972,292.2908,11.9136
2022/3/26 2:30,100378.3214,1,7.7934,292.2523,11.7341
2022/3/26 2:45,100374.2164,1,7.8215,292.2295,11.711
2022/3/26 3:00,100366.9688,1,7.993,292.2255,11.8615
2022/3/26 3:15,100357.3882,1,8.2911,292.2395,12.1686
2022/3/26 3:30,100348.39,1,8.603,292.2549,12.502
2022/3/26 3:45,100343.4155,1,8.7906,292.2515,12.7039
2022/3/26 4:00,100345.9063,1,8.7172,292.2087,12.6187
