date,Temperature (C),Apparent Temperature (C),Humidity,Visibility (km),Pressure (millibars),Wind Speed (km/h)
2006/2/2 18:00,-3.888888889,-3.888888889,0.92,3.9123,1019.53,3.6064
2006/2/2 19:00,-3.855555556,-6.927777778,0.92,4.1538,1019.81,7.1484
2006/2/2 20:00,-3.888888889,-7.155555556,0.92,3.9284,1019.72,7.6475
2006/2/2 21:00,-4.4,-8.705555556,0.92,3.4615,1020.03,10.5455
2006/2/2 22:00,-4.422222222,-7.183333333,0.9,3.5581,1020.22,6.2146
2006/2/2 23:00,-4.35,-4.35,0.88,3.4937,1020.23,3.542
2006/2/3 0:00,-4.861111111,-7.655555556,0.92,3.4937,1020.33,6.1341
2006/2/3 1:00,-3.5,-6.094444444,0.8,5.6833,1020.41,6.1502
2006/2/3 2:00,-4.861111111,-4.861111111,0.88,3.0429,1020.51,3.2361
2006/2/3 3:00,-4.35,-7.061111111,0.84,3.0429,1020.21,6.118
2006/2/3 4:00,-4.361111111,-6.772222222,0.86,3.5742,1019.82,5.4901
2006/2/3 5:00,-4.883333333,-7.011111111,0.84,3.9606,1019.71,4.83
2006/2/3 6:00,-3.911111111,-3.911111111,0.79,3.9606,1019.52,0.1449
2006/2/3 7:00,-4.022222222,-4.022222222,0.81,4.508,1019.74,2.5921
2006/2/3 8:00,-3.861111111,-3.861111111,0.79,4.4597,1019.73,2.9624
2006/2/3 9:00,-3.861111111,-3.861111111,0.79,4.4597,1019.93,3.1234
2006/2/3 10:00,-3.927777778,-6.022222222,0.85,5.313,1020.21,4.991
2006/2/3 11:00,-2.822222222,-2.822222222,0.72,5.9731,1020.02,1.932
2006/2/3 12:00,-2.822222222,-2.822222222,0.79,5.9731,1019.52,1.8032
2006/2/3 13:00,-2.405555556,-2.405555556,0.77,5.6833,1019.28,1.8193
2006/2/3 14:00,-2.244444444,-2.244444444,0.76,6.9069,1018.71,2.9463
2006/2/3 15:00,-2.244444444,-2.244444444,0.7,7.8246,1018.43,1.288
2006/2/3 16:00,-2.788888889,-2.788888889,0.73,5.6833,1018.55,2.0608
2006/2/3 17:00,-2.8,-2.8,0.78,4.4436,1018.52,3.22
2006/2/3 18:00,-2.8,-2.8,0.78,5.9731,1018.64,3.4615
2006/2/3 19:00,-2.85,-5.311111111,0.73,6.2307,1019.02,6.0697
2006/2/3 20:00,-2.822222222,-4.694444444,0.78,5.9731,1019.15,4.8461
2006/2/3 21:00,-3.333333333,-5.922222222,0.78,5.9731,1019.44,6.1985
2006/2/3 22:00,-3.388888889,-5.838888889,0.82,6.2307,1019.83,5.8604
2006/2/3 23:00,-3.4,-6.061111111,0.79,5.9731,1020.15,6.3273
2006/2/4 0:00,-3.4,-6.188888889,0.81,5.9731,1020.25,6.6332
2006/2/4 1:00,-4.855555556,-7.666666667,0.91,4.0572,1024.81,6.1663
2006/2/4 2:00,-3.911111111,-6.366666667,0.84,5.9731,1020.66,5.7155
2006/2/4 3:00,-3.911111111,-8.222222222,0.81,5.9731,1020.57,10.8997
2006/2/4 4:00,-4.377777778,-7.05,0.87,6.2307,1020.65,6.0214
2006/2/4 5:00,-4.422222222,-8.75,0.84,6.0214,1020.55,10.5938
2006/2/4 6:00,-3.933333333,-3.933333333,0.84,6.0214,1020.67,4.8139
2006/2/4 7:00,-3.972222222,-6.25,0.8,4.025,1021.04,5.3291
2006/2/4 8:00,-3.933333333,-7.805555556,0.78,3.5581,1021.57,9.3863
2006/2/4 9:00,-3.955555556,-7.805555556,0.79,3.5581,1022.17,9.3058
2006/2/4 10:00,-3.922222222,-7.588888889,0.8,3.4776,1022.74,8.7584
2006/2/4 11:00,-3.883333333,-7.2,0.78,3.6547,1022.85,7.7763
2006/2/4 12:00,-3.838888889,-5.866666667,0.78,3.6547,1022.35,4.8944
2006/2/4 13:00,-3.811111111,-6.888888889,0.79,3.5259,1022.18,7.1806
2006/2/4 14:00,-3.816666667,-7.294444444,0.78,4.1216,1022.04,8.2593
2006/2/4 15:00,-3.816666667,-7.722222222,0.78,4.1216,1022.13,9.5795
2006/2/4 16:00,-2.922222222,-6.538888889,0.73,3.9123,1022.34,9.177
2006/2/4 17:00,-2.8,-6.511111111,0.72,4.025,1022.37,9.5795
2006/2/4 18:00,-2.822222222,-6.55,0.78,4.025,1023.13,9.6117
2006/2/4 19:00,-2.944444444,-6.877777778,0.79,4.0572,1023.55,10.2396
2006/2/4 20:00,-2.844444444,-6.055555556,0.79,4.025,1023.75,7.9856
2006/2/4 21:00,-3.355555556,-5.994444444,0.81,6.0214,1024.07,6.3112
2006/2/4 22:00,-3.461111111,-7.322222222,0.82,6.2629,1024.93,9.6439
2006/2/4 23:00,-3.888888889,-6.694444444,0.88,4.4919,1025.34,6.4883
2006/2/5 0:00,-3.888888889,-6.7,0.92,3.1073,1025.73,6.5044
2006/2/5 1:00,-8.477777778,-13.08888889,0.82,14.0553,1026.73,9.0482
2006/2/5 2:00,-5.466666667,-5.466666667,0.92,3.3971,1025.93,3.1234
2006/2/5 3:00,-6.533333333,-9.727777778,0.92,2.9302,1026.22,6.44
2006/2/5 4:00,-7.7,-7.7,0.93,2.1091,1026.68,2.9463
2006/2/5 5:00,-6.022222222,-9.727777778,0.92,2.9302,1026.84,7.8407
2006/2/5 6:00,-6.122222222,-9.761111111,0.92,2.9785,1027.15,7.6314
2006/2/5 7:00,-6.105555556,-9.605555556,0.92,0.7406,1027.71,7.2933
2006/2/5 8:00,-6.072222222,-8.677777778,1,2.0286,1028.47,5.4096
2006/2/5 9:00,-5.005555556,-11.78888889,0.64,9.9015,1029.06,21.5096
2006/2/5 10:00,-4.722222222,-11.73333333,0.6,9.4507,1029.18,23.4899
2006/2/5 11:00,-3.772222222,-10.47222222,0.53,9.982,1029.18,23.1357
2006/2/5 12:00,-2.666666667,-9.266666667,0.48,9.982,1028.59,24.633
2006/2/5 13:00,-2.116666667,-8.633333333,0.45,9.982,1028,25.2126
2006/2/5 14:00,-2.133333333,-8.994444444,0.41,9.982,1027.39,27.9013
2006/2/5 15:00,-2.161111111,-8.827777778,0.41,9.982,1027.38,26.3074
2006/2/5 16:00,-2.683333333,-9.183333333,0.48,10.3523,1027.4,23.8763
2006/2/5 17:00,-5.011111111,-11.57777778,0.58,9.982,1027.48,20.2216
2006/2/5 18:00,-6.072222222,-11.68333333,0.63,9.982,1027.38,14.1519
2006/2/5 19:00,-6.116666667,-11.84444444,0.63,9.982,1027.52,14.5866
2006/2/5 20:00,-7.105555556,-13.61111111,0.68,10.0464,1027.58,17.0821
2006/2/5 21:00,-7.222222222,-13,0.68,15.8746,1027.49,13.7655
2006/2/5 22:00,-7.805555556,-13.47777778,0.71,15.0052,1027.43,12.8639
2006/2/5 23:00,-8.772222222,-13.98888889,0.73,15.8263,1027.38,10.6421
2006/2/6 0:00,-8.772222222,-14.02777778,0.76,15.8263,1027.09,10.7709
2006/2/6 1:00,-10.30555556,-14.03333333,0.8,14.0875,1028.22,6.3434
2006/2/6 2:00,-9.444444444,-15.86666667,0.77,14.9569,1026.68,14.3129
2006/2/6 3:00,-9.444444444,-14.81111111,0.8,14.9569,1026.31,10.6904
2006/2/6 4:00,-9.572222222,-15.71111111,0.8,14.2163,1026.13,13.1698
2006/2/6 5:00,-9.861111111,-15.42222222,0.8,10.0464,1026.17,11.0446
2006/2/6 6:00,-9.833333333,-15.82222222,0.8,10.0464,1026.19,12.4292
2006/2/6 7:00,-9.883333333,-15.34444444,0.81,10.0303,1026.42,10.7065
2006/2/6 8:00,-8.75,-15.35555556,0.77,9.982,1027.17,15.7458
2006/2/6 9:00,-7.083333333,-14.27777778,0.67,9.982,1027.1,20.6885
2006/2/6 10:00,-5.05,-12.05,0.62,9.982,1027.11,22.8137
2006/2/6 11:00,-3.888888889,-10.43333333,0.52,10.0464,1027.01,21.896
2006/2/6 12:00,-2.777777778,-9.261111111,0.48,10.0464,1026.43,23.5704
2006/2/6 13:00,-2.277777778,-8.522222222,0.46,11.0768,1026.17,22.8459
2006/2/6 14:00,-2.222222222,-8.8,0.46,11.2056,1025.81,25.438
2006/2/6 15:00,-2.755555556,-9.461111111,0.48,11.2056,1025.81,25.2609
2006/2/6 16:00,-2.744444444,-9.105555556,0.45,10.5777,1025.94,22.7493
2006/2/6 17:00,-5.077777778,-10.5,0.57,9.982,1026.3,14.3129
2006/2/6 18:00,-6.066666667,-11.63888889,0.62,9.982,1026.89,13.9909
2006/2/6 19:00,-6.983333333,-12.27222222,0.65,9.982,1027.38,12.1233
2006/2/6 20:00,-7.316666667,-13.08888889,0.68,9.982,1027.67,13.685
2006/2/6 21:00,-7.938888889,-12.97222222,0.71,15.8263,1028.07,10.5938
2006/2/6 22:00,-8.577777778,-11.96111111,0.74,14.9569,1028.39,6.1985
2006/2/6 23:00,-9.538888889,-14.92777778,0.77,15.8263,1028.48,10.7065
2006/2/7 0:00,-11.08333333,-14.75555556,0.8,15.7297,1028.77,6.0214
2006/2/7 1:00,-5.577777778,-11.00555556,0.9,4.8139,1017.8,13.8621
2006/2/7 2:00,-10.80555556,-14.44444444,0.81,14.812,1028.27,6.0375
2006/2/7 3:00,-11.82222222,-11.82222222,0.81,14.7315,1027.87,3.0751
2006/2/7 4:00,-11.85555556,-11.85555556,0.83,14.0231,1027.43,3.1234
2006/2/7 5:00,-13.41666667,-17.45555556,0.87,14.6349,1027.14,6.0536
2006/2/7 6:00,-13.92777778,-13.92777778,0.83,9.7083,1026.44,3.5742
2006/2/7 7:00,-12.88888889,-12.88888889,0.85,7.2611,1026.39,1.7871
2006/2/7 8:00,-10.17222222,-10.17222222,0.81,7.8246,1026.01,3.6547
2006/2/7 9:00,-7.261111111,-11.31111111,0.8,9.7566,1025.62,8.1627
2006/2/7 10:00,-5.044444444,-9.633333333,0.68,9.5473,1025.35,11.0768
2006/2/7 11:00,-2.8,-8.127777778,0.53,9.9015,1024.67,16.4381
2006/2/7 12:00,-2.2,-8.122222222,0.46,9.9015,1023.47,20.7851
2006/2/7 13:00,-1.2,-6.805555556,0.42,9.9015,1022.39,20.4792
2006/2/7 14:00,-1.088888889,-6.727777778,0.42,9.9015,1021.49,20.8817
2006/2/7 15:00,-1.133333333,-6.777777778,0.42,9.9015,1020.98,20.8656
2006/2/7 16:00,-2.072222222,-7.777777778,0.44,9.9015,1020.49,19.6259
2006/2/7 17:00,-2.2,-7.561111111,0.47,9.9015,1019.67,17.4041
2006/2/7 18:00,-2.733333333,-7.611111111,0.54,9.7083,1019.18,14.2646
2006/2/7 19:00,-2.772222222,-7.633333333,0.54,9.7566,1018.83,14.1519
2006/2/7 20:00,-2.755555556,-7.644444444,0.54,9.7083,1018.14,14.2968
2006/2/7 21:00,-2.755555556,-7.694444444,0.56,15.5365,1017.43,14.5222
2006/2/7 22:00,-2.788888889,-8.216666667,0.57,14.6832,1016.88,16.9372
2006/2/7 23:00,-2.755555556,-8.194444444,0.56,15.4399,1016.34,17.0821
2006/2/8 0:00,-4.333333333,-10.68333333,0.83,3.9123,1015.95,19.9962
2006/2/8 1:00,-2,-4.888888889,0.84,14.2163,1008.59,7.4865
2006/2/8 2:00,-4.355555556,-10.68888889,0.91,4.83,1014.77,19.8513
2006/2/8 3:00,-4.327777778,-10.06666667,0.91,7.8246,1014.3,16.6313
2006/2/8 4:00,-4.277777778,-9.4,0.91,3.9445,1013.76,13.7816
2006/2/8 5:00,-3.794444444,-8.861111111,0.91,3.9767,1013.2,14.0231
2006/2/8 6:00,-2.777777778,-6.45,0.92,4.4436,1013,9.4346
2006/2/8 7:00,-2.9,-6.05,0.93,4.6851,1013.04,7.7924
2006/2/8 8:00,-2.733333333,-5.833333333,0.92,4.9427,1012.9,7.7441
2006/2/8 9:00,-2.155555556,-5.161111111,0.96,4.4919,1012.88,7.728
2006/2/8 10:00,-2.116666667,-5.111111111,0.95,4.8139,1012.72,7.7119
2006/2/8 11:00,0.044444444,-2.6,0.85,4.9427,1012.4,7.7763
2006/2/8 12:00,0,-3.522222222,0.85,4.9427,1011.92,10.8836
2006/2/8 13:00,-0.866666667,-4.85,0.91,3.2039,1011.64,12.075
2006/2/8 14:00,-0.994444444,-4.744444444,0.92,1.9159,1011.08,10.9963
2006/2/8 15:00,0.094444444,-3.422222222,0.91,1.9159,1010.39,10.948
2006/2/8 16:00,0.094444444,-3.238888889,0.91,2.0769,1009.97,10.2235
2006/2/8 17:00,0.094444444,-3.055555556,0.92,1.2558,1009.65,9.5151
2006/2/8 18:00,0.072222222,-3.511111111,0.92,2.1735,1009.63,11.2056
2006/2/8 19:00,-0.905555556,-5.138888889,0.98,3.8801,1009.1,13.1859
2006/2/8 20:00,-1.038888889,-5.194444444,0.92,7.6958,1008.48,12.6546
2006/2/8 21:00,-1.55,-5.472222222,0.92,9.5312,1008.27,11.2378
2006/2/8 22:00,-1.466666667,-5.894444444,0.86,12.8961,1008.05,13.4918
2006/2/8 23:00,-1.527777778,-5.394444444,0.82,15.3755,1007.53,11.0285
2006/2/9 0:00,-1.577777778,-5.438888889,0.82,15.3755,1007.29,10.9802
2006/2/9 1:00,-2.961111111,-6.9,0.95,1.0948,1009,10.2396
2006/2/9 2:00,-2.083333333,-5.994444444,0.88,4.7817,1006.01,10.7548
2006/2/9 3:00,-1.577777778,-5.383333333,0.96,3.864,1005.26,10.7709
2006/2/9 4:00,-1.05,-4.705555556,0.96,4.2343,1004.82,10.5777
2006/2/9 5:00,-1.116666667,-1.116666667,0.92,3.8801,1004.66,3.2844
2006/2/9 6:00,-2.133333333,-5.505555556,1,3.8962,1004.69,8.855
2006/2/9 7:00,-1.872222222,-5.083333333,0.99,2.8658,1005.27,8.5008
2006/2/9 8:00,-2.133333333,-5.922222222,1,1.61,1005.69,10.2718
2006/2/9 9:00,-1.644444444,-5.583333333,0.96,1.8837,1006.26,11.2217
2006/2/9 10:00,-1.355555556,-5.927777778,0.94,2.1252,1006.72,14.3129
2006/2/9 11:00,-0.994444444,-5.916666667,0.92,2.576,1007.07,16.5991
2006/2/9 12:00,0.05,-3.822222222,0.85,4.4275,1006.78,12.4614
2006/2/9 13:00,0.227777778,-2.55,0.87,2.6243,1006.7,8.3076
2006/2/9 14:00,2.266666667,-1.161111111,0.79,6.0214,1006.84,12.6063
2006/2/9 15:00,1.244444444,-1.988888889,0.85,4.9105,1007.21,10.7226
2006/2/9 16:00,0.377777778,-2.85,0.91,3.6225,1007.44,10.0142
2006/2/9 17:00,-0.933333333,-3.711111111,0.92,3.3971,1007.8,7.6797
2006/2/9 18:00,-1.022222222,-4.366666667,0.92,1.2397,1008.31,9.4507
2006/2/9 19:00,-1.183333333,-3.866666667,0.93,0.161,1008.7,7.2933
2006/2/9 20:00,-2.177777778,-6.122222222,1,0,1008.7,10.8192
2006/2/9 21:00,-1.694444444,-5.588888889,0.96,0.161,1009.18,11.0285
2006/2/9 22:00,-1.916666667,-4.366666667,0.96,0.161,1009.34,6.3756
2006/2/9 23:00,-2.783333333,-5.377777778,0.96,0.161,1009.29,6.4078
2006/2/10 0:00,-2.783333333,-5.338888889,0.96,0.161,1009.46,6.3112
2006/2/10 1:00,-1.277777778,-3.216666667,0.96,1.1431,1014.3,5.4257
2006/2/10 2:00,-2.805555556,-6.811111111,0.96,0.1932,1009.81,10.6099
2006/2/10 3:00,-2.733333333,-6.688888889,0.96,0.1932,1010.1,10.4489
2006/2/10 4:00,-2.761111111,-2.761111111,0.96,0.322,1010.63,2.8336
2006/2/10 5:00,-2.711111111,-2.711111111,1,0.8372,1010.45,4.4758
2006/2/10 6:00,-2.2,-2.2,0.96,0.6279,1010.4,4.7012
2006/2/10 7:00,-2.766666667,-2.766666667,0.99,1.2558,1010.9,4.5402
2006/2/10 8:00,-2.688888889,-5.644444444,1,0.322,1011.01,7.3577
2006/2/10 9:00,-2.527777778,-6.088888889,0.99,0.322,1011.39,9.2253
2006/2/10 10:00,-2.011111111,-2.011111111,0.99,0.3059,1011.72,4.2826
2006/2/10 11:00,-0.883333333,-3.755555556,0.92,0.3381,1012.02,8.0017
2006/2/10 12:00,-0.911111111,-2.561111111,0.99,0.8372,1012.2,4.9105
2006/2/10 13:00,-0.394444444,-0.394444444,0.98,0.9177,1012.23,1.9159
2006/2/10 14:00,0.222222222,0.222222222,0.91,0.8372,1012,3.0912
2006/2/10 15:00,0.244444444,0.244444444,0.99,0.8855,1012.29,0.6601
2006/2/10 16:00,0.483333333,0.483333333,0.97,1.1592,1012.52,3.6064
2006/2/10 17:00,0.177777778,0.177777778,0.99,0.9338,1012.78,3.0268
2006/2/10 18:00,0.044444444,0.044444444,0.92,0.9016,1013.09,3.1073
2006/2/10 19:00,-0.077777778,-0.077777778,0.93,0.7889,1013.57,2.9302
2006/2/10 20:00,-1.088888889,-1.088888889,1,0.8533,1013.81,4.6851
2006/2/10 21:00,-1.038888889,-3.3,0.96,0.7889,1014.01,6.2468
2006/2/10 22:00,-1.544444444,-3.694444444,0.99,0.322,1014.33,5.796
2006/2/10 23:00,-1.5,-3.816666667,1,0.4025,1014.51,6.1985
2006/2/11 0:00,-1.5,-3.816666667,1,0.4025,1014.9,6.1985
2006/2/11 1:00,-4.25,-4.25,0.93,8.3237,1021.77,3.4132
2006/2/11 2:00,-0.994444444,-0.994444444,0.96,0.7084,1015.19,3.2522
2006/2/11 3:00,-1.594444444,-1.594444444,0.96,0.9499,1015.02,3.1073
2006/2/11 4:00,-1.805555556,-1.805555556,0.98,1.2236,1015.23,2.3345
2006/2/11 5:00,-2.15,-2.15,0.96,0.9499,1015.24,0.6118
2006/2/11 6:00,-2.127777778,-4,0.96,0.483,1015.72,5.0393
2006/2/11 7:00,-2.411111111,-4.227777778,1,0.7567,1016.27,4.8461
2006/2/11 8:00,-1.038888889,-3.933333333,0.99,1.9159,1016.95,7.9695
2006/2/11 9:00,-0.05,-3.083333333,0.92,3.1395,1017.28,9.016
2006/2/11 10:00,0.027777778,-2.961111111,0.99,1.3202,1017.89,8.9033
2006/2/11 11:00,0.022222222,-4.211111111,0.99,1.4651,1018.5,14.1841
2006/2/11 12:00,0.022222222,-3.638888889,0.99,2.5921,1018.72,11.4954
2006/2/11 13:00,0.238888889,-3.816666667,0.92,5.5384,1018.96,13.524
2006/2/11 14:00,0.116666667,-4.6,0.85,6.0697,1019.39,16.9855
2006/2/11 15:00,1.138888889,-3.327777778,0.78,7.9695,1019.68,16.9694
2006/2/11 16:00,0.988888889,-2.716666667,0.79,7.728,1020.17,12.6385
2006/2/11 17:00,-0.972222222,-3.916666667,0.88,6.0697,1020.47,8.1788
2006/2/11 18:00,-1.016666667,-4.816666667,0.88,6.0697,1021.05,11.1734
2006/2/11 19:00,-1.133333333,-4.083333333,0.91,5.7316,1021.44,8.1144
2006/2/11 20:00,-2.127777778,-2.127777778,0.95,6.0214,1021.56,3.5581
2006/2/11 21:00,-2.222222222,-6.222222222,0.92,6.0214,1021.94,10.9963
2006/2/11 22:00,-3.227777778,-6.027777778,0.91,6.1341,1022.52,6.7298
2006/2/11 23:00,-3.288888889,-5.988888889,0.88,9.7083,1022.38,6.4561
2006/2/12 0:00,-4.261111111,-7.188888889,0.91,9.7083,1022.67,6.6332
2006/2/12 1:00,-3.394444444,-7.466666667,0.8,14.4095,1022.97,10.4167
2006/2/12 2:00,-4.35,-7.244444444,0.92,9.6761,1023.39,6.5366
2006/2/12 3:00,-3.794444444,-6.683333333,0.92,7.8246,1023.18,6.7298
2006/2/12 4:00,-4.661111111,-9.655555556,0.91,6.1341,1023.32,12.8961
2006/2/12 5:00,-3.816666667,-6.005555556,0.92,6.0375,1023.83,5.2003
2006/2/12 6:00,-3.816666667,-7.277777778,0.92,6.118,1023.83,8.1949
2006/2/12 7:00,-2.922222222,-6.816666667,0.86,4.5241,1023.95,10.1108
2006/2/12 8:00,-2.822222222,-7.394444444,0.85,6.2951,1023.95,12.8156
2006/2/12 9:00,-2.2,-7.261111111,0.88,9.982,1024.05,15.778
2006/2/12 10:00,-0.094444444,-4.544444444,0.82,9.4507,1023.91,15.1823
2006/2/12 11:00,0.116666667,-4.727777778,0.81,11.2056,1023.59,17.71
2006/2/12 12:00,1.183333333,-4.011111111,0.75,11.2056,1023.57,22.0731
2006/2/12 13:00,1.255555556,-2.944444444,0.74,11.0285,1023.28,15.5687
2006/2/12 14:00,2.266666667,-2.088888889,0.69,11.27,1022.45,18.0481
2006/2/12 15:00,1.227777778,-3.333333333,0.69,11.27,1022.16,17.6617
2006/2/12 16:00,1.216666667,-3.827777778,0.69,11.0285,1022.12,21.0105
2006/2/12 17:00,1.061111111,-3.95,0.7,9.9015,1022.17,20.4792
2006/2/12 18:00,-0.05,-3.983333333,0.82,9.9015,1022.17,12.6546
2006/2/12 19:00,-0.155555556,-3.583333333,0.83,11.0768,1022.47,10.4006
2006/2/12 20:00,-1.138888889,-5.05,0.87,9.982,1022.26,11.5276
2006/2/12 21:00,-0.627777778,-4.388888889,0.8,15.8263,1022.29,11.3505
2006/2/12 22:00,-1.105555556,-4.944444444,0.8,14.5866,1022.49,11.27
2006/2/12 23:00,-1.694444444,-5.627777778,0.78,15.8263,1022.57,11.1734
2006/2/13 0:00,-2.783333333,-6.944444444,0.78,15.8263,1022.77,11.1734
2006/2/13 1:00,-3.655555556,-3.655555556,0.87,6.6493,1023.68,3.0429
2006/2/13 2:00,-3.733333333,-8.094444444,0.81,15.8263,1022.85,11.2217
2006/2/13 3:00,-4.238888889,-7.222222222,0.84,15.8263,1022.84,6.7781
2006/2/13 4:00,-3.755555556,-7.922222222,0.84,14.9569,1022.68,10.4972
2006/2/13 5:00,-4.822222222,-8.472222222,0.92,9.9015,1022.65,8.2593
2006/2/13 6:00,-3.822222222,-8.277777778,0.84,9.9015,1022.46,11.4793
2006/2/13 7:00,-4.966666667,-4.966666667,0.85,9.821,1022.74,4.1699
2006/2/13 8:00,-2.783333333,-6.544444444,0.85,9.7566,1022.97,9.7405
2006/2/13 9:00,-2.2,-7.5,0.81,9.8049,1022.98,17.0338
2006/2/13 10:00,-1.655555556,-6.344444444,0.78,10.5938,1023.19,14.5222
2006/2/13 11:00,-1.038888889,-4.811111111,0.75,11.2056,1023.37,11.0446
2006/2/13 12:00,0.116666667,-3.35,0.69,10.0464,1023.16,10.7709
2006/2/13 13:00,1.077777778,-1.955555556,0.64,10.4006,1022.94,9.7727
2006/2/13 14:00,1.138888889,-2.227777778,0.64,11.27,1022.76,11.1895
2006/2/13 15:00,1.138888889,-2.127777778,0.59,11.27,1022.75,10.787
2006/2/13 16:00,0.255555556,-2.605555556,0.62,11.4471,1022.99,8.6135
2006/2/13 17:00,-0.994444444,-0.994444444,0.74,11.1251,1022.84,2.4472
2006/2/13 18:00,-2.155555556,-2.155555556,0.8,9.9015,1023.52,2.7531
2006/2/13 19:00,-2.816666667,-2.816666667,0.84,9.8371,1024.01,3.5098
2006/2/13 20:00,-2.827777778,-4.7,0.85,6.118,1023.94,4.8461
2006/2/13 21:00,-3.75,-6.372222222,0.91,6.118,1024.23,6.118
2006/2/13 22:00,-4.283333333,-6.783333333,0.91,6.1663,1024.4,5.6994
2006/2/13 23:00,-4.705555556,-7.594444444,0.91,6.118,1024.02,6.3917
2006/2/14 0:00,-3.711111111,-3.711111111,0.88,6.118,1024.12,3.5581
2006/2/14 1:00,-2.4,-4.444444444,0.95,3.7191,1024.57,5.313
2006/2/14 2:00,-3.733333333,-3.733333333,0.91,6.0697,1023.62,3.6225
2006/2/14 3:00,-2.688888889,-5.361111111,0.92,6.0697,1023.12,6.6332
2006/2/14 4:00,-2.266666667,-5.022222222,0.88,6.2951,1022.72,7.0035
2006/2/14 5:00,-2.711111111,-5.922222222,0.91,6.0697,1022.64,8.05
2006/2/14 6:00,-3.75,-3.75,0.92,5.9731,1022.72,3.22
2006/2/14 7:00,-3.561111111,-3.561111111,0.92,3.9445,1023.02,4.1055
2006/2/14 8:00,-2.177777778,-2.177777778,0.95,3.5259,1023.23,4.2665
2006/2/14 9:00,-1.088888889,-4.044444444,0.88,4.8461,1023.44,8.1466
2006/2/14 10:00,0.1,-2.277777778,0.82,5.6833,1023.57,7.0196
2006/2/14 11:00,0.994444444,-0.477777778,0.76,7.9051,1023.76,5.0715
2006/2/14 12:00,1.088888889,1.088888889,0.75,7.9695,1023.85,3.3488
2006/2/14 13:00,1.972222222,1.972222222,0.7,10.8836,1023.86,3.1717
2006/2/14 14:00,1.155555556,1.155555556,0.69,11.0446,1023.65,3.542
2006/2/14 15:00,1.083333333,1.083333333,0.75,11.0446,1023.73,4.6368
2006/2/14 16:00,0.244444444,-2.222222222,0.8,10.4489,1023.81,7.3577
2006/2/14 17:00,-0.027777778,-3.15,0.82,6.0053,1023.95,9.3541
2006/2/14 18:00,-0.116666667,-0.116666667,0.82,6.0053,1024.25,1.771
2006/2/14 19:00,-0.072222222,-2.372222222,0.85,6.118,1024.42,6.7298
2006/2/14 20:00,-1.205555556,-1.205555556,0.92,5.957,1024.44,4.8139
2006/2/14 21:00,-1.227777778,-3.511111111,0.92,6.8747,1024.25,6.2307
2006/2/14 22:00,-1.616666667,-3.927777778,0.95,4.508,1024.62,6.1502
2006/2/14 23:00,-1.761111111,-4.15,0.92,3.9606,1024.63,6.2951
2006/2/15 0:00,-2.244444444,-2.244444444,0.92,3.9606,1024.64,3.3488
2006/2/15 1:00,-0.894444444,-6.344444444,0.96,0.966,1013.57,19.964
2006/2/15 2:00,-2.805555556,-4.694444444,0.96,1.8837,1024.33,4.8944
2006/2/15 3:00,-2.85,-2.85,0.96,0.1932,1023.82,3.2844
2006/2/15 4:00,-3.322222222,-3.322222222,0.96,0.3381,1023.7,3.2039
2006/2/15 5:00,-3.822222222,-3.822222222,0.92,0.161,1023.5,4.669
2006/2/15 6:00,-4.861111111,-4.861111111,0.92,0.161,1023.3,4.7656
2006/2/15 7:00,-4.888888889,-7.077777778,0.93,0.1449,1023.46,4.9266
2006/2/15 8:00,-4.866666667,-8.422222222,0.92,0.161,1023.38,7.9695
2006/2/15 9:00,-3.827777778,-7.177777778,0.92,0.1771,1023.66,7.889
2006/2/15 10:00,-2.805555556,-6.838888889,0.93,0.1932,1023.55,10.6743
2006/2/15 11:00,-2.694444444,-6.822222222,0.99,0.3381,1022.88,11.1412
2006/2/15 12:00,-2.066666667,-6.538888889,0.99,0.805,1022.07,13.0732
2006/2/15 13:00,-0.911111111,-5.105555556,0.92,1.3685,1020.99,12.9766
2006/2/15 14:00,-0.866666667,-5.355555556,0.98,2.9785,1019.93,14.4578
2006/2/15 15:00,-0.866666667,-5.116666667,0.98,3.4615,1019.53,13.2825
2006/2/15 16:00,0.244444444,-3.983333333,0.9,4.0572,1018.44,14.3934
2006/2/15 17:00,-0.955555556,-5.466666667,0.99,3.4615,1017.55,14.4578
2006/2/15 18:00,-0.005555556,-4.294444444,0.92,4.83,1017.22,14.4417
2006/2/15 19:00,0.011111111,-4.405555556,0.86,7.728,1016.28,15.1018
2006/2/15 20:00,-0.005555556,-4.833333333,0.85,10.8192,1015.08,17.4524
2006/2/15 21:00,-0.027777778,-4.861111111,0.85,9.5956,1014.47,17.4524
2006/2/15 22:00,0.1,-4.644444444,0.85,9.6922,1013.78,17.1143
2006/2/15 23:00,0.511111111,-4.611111111,0.79,9.5956,1012.89,20.2055
2006/2/16 0:00,0.022222222,-4.766666667,0.86,5.8765,1012.13,17.2431
2006/2/16 1:00,3.111111111,-0.255555556,0.95,2.9624,1002.68,13.2503
2006/2/16 2:00,-0.488888889,-5.961111111,0.96,0.805,1010.01,20.8656
2006/2/16 3:00,0.044444444,-5.183333333,0.96,1.288,1008.63,20.125
2006/2/16 4:00,0.127777778,-5.561111111,0.96,1.8354,1007.41,23.6509
2006/2/16 5:00,1.111111111,-4.588888889,0.93,2.5277,1006.24,26.1303
